Frequency (MHz),Channel 1 Voltages (V),Channel 2 Voltages (V),RF Input Power (dBm),RF Output Power (dBm),Gain,Channel 1 DC Power (W),Channel 2 DC Power (W),Total DC Drain Power (W),Total DC Gate Power (W),DE (%),PAE (%)
6000,12,3,-5.2441936,27.1528530961941,32.3970466961941,12.31615310721,0,12.31615310721,0,4.21512278959851,4.21269558961305
6000,12,3,-4.2441936,28.0713597185086,32.3155533185086,12.56691074913,0,12.56691074913,0,5.10396210370464,5.10096741207103
6000,12,3,-3.2441936,29.0120783693264,32.2562719693264,12.87252162522,0,12.87252162522,0,6.18791311120191,6.18423252486239
6000,12,3,-2.2441936,29.9266663438748,32.1708599438748,13.2486580881,0,13.2486580881,0,7.42155212605991,7.41705009229634
6000,12,3,-1.2441936,30.9261799699734,32.1703735699734,13.72665284274,0,13.72665284274,0,9.01681889405566,9.01134853302324
6000,12,3,-0.244193600000002,31.9492121583889,32.1934057583889,14.3222022423,0,14.3222022423,0,10.9373324674918,10.9307320586418
6000,12,3,0.755806399999998,32.8115368730496,32.0557304730496,15.04313046282,0,15.04313046282,0,12.7003434433074,12.6924322423212
6000,12,3,1.7558064,33.455668533511,31.699862133511,15.79539138831,0,15.79539138831,0,14.0293148452963,14.0198295632681
6000,12,3,2.7558064,34.2748776323269,31.5190712323269,16.77491342706,0,16.77491342706,0,15.9524530721413,15.9412090846839
6000,12,3,3.7558064,34.7387038118313,30.9828974118313,17.38612317897,0,17.38612317897,0,17.1264609614729,17.1128032514463
6000,12,3,4.7558064,35.0339852220486,30.2781788220486,17.78576817078,0,17.78576817078,0,17.919500307376,17.902692618017
6000,12,3,5.7558064,35.2508731729458,29.4950667729458,18.13055992842,0,18.13055992842,0,18.4788993773689,18.4581421461365
6000,12,3,6.7558064,35.3985138780545,28.6427074780545,18.36564521772,0,18.36564521772,0,18.873185014078,18.847387702474
6000,12,3,7.7558064,35.4886661416958,27.7328597416958,18.52235674365,0,18.52235674365,0,19.1060262300828,19.0738241151683
6000,12,3,8.7558064,35.543541038699,26.787734638699,18.64773556461,0,18.64773556461,0,19.2188767580922,19.1786092700874
2000,15,3,-30.68790042,1.84822901460103,32.536129434601,12.798207195432,0,12.798207195432,0,0.0119584189560644,0.0119517499544717
2000,15,3,-29.68790042,2.87167795869283,32.5595783786928,12.799086073626,0,12.799086073626,0,0.0151352234183517,0.0151268282192902
